code,accessible_area,accessible_area_m2pg,occupiable_area,occupiable_area_m2pg,accessible_volume,accessible_volume_pct,occupiable_volume_pct,specific_occupiable_area,lcd,pld,maxdsi,maxdsd_a,maxdsd_b,maxdsd_c,framework_density,a,b,c,alpha,beta,gamma,td10,topological_density,channel_dim,atoms,portals,cages,channels,junctions,connections,vol_accessibility_ratio,area_vol_ratio,pore_anisotropy,confinement_ratio,connections_per_atom,ab_ratio,bc_ratio,CO2_capacity_mmol_g,CO2_N2_selectivity,desorption_energy_kJ_mol,data_source
FER,343.76,957.07,343.76,957.07,205.34,10.01,10.01,1675.85,7.0,5.3,6.31,1.56,3.4,4.69,17.6,19.018,14.303,7.541,90.0,90.0,90.0,1021.0,0.887635,2.0,108.0,38.0,10.0,16.0,17.0,31.0,1.0,95.61138861138862,0.48902585392423825,0.7571428571428571,0.28703703703703703,1.3296511221422078,1.8966980506564117,0.75,22.0,30.0,literature
FRA,0.0,0.0,754.55,1260.45,0.0,0.0,12.0,1967.66,7.3,3.3,6.67,2.7,2.7,2.66,17.1,12.916,12.916,26.543,90.0,90.0,120.0,802.0,0.683983,0.0,180.0,176.0,10.0,150.0,51.0,300.0,0.0,81.05164533820842,0.00859578564550312,0.4520547945205479,1.6666666666666667,1.0,0.4866066382850469,0.11638511017945388,7.0508182837935625,20.454548425345823,estimated
GIS,239.29,1498.98,239.29,1498.98,91.5,9.38,9.38,2452.32,5.6,3.9,4.97,3.32,3.32,3.32,16.4,9.801,9.801,10.158,90.0,90.0,90.0,726.0,0.611111,3.0,48.0,8.0,4.0,24.0,12.0,72.0,1.0,159.8059701492537,0.0,0.6964285714285715,1.5,1.0,0.9648552864737153,2.0,50.0,35.0,literature
GIU,0.0,0.0,919.13,959.61,0.0,0.0,9.6,1640.12,7.0,2.9,6.32,2.59,2.59,2.32,17.1,12.559,12.559,41.026,90.0,90.0,120.0,811.0,0.69333,0.0,288.0,296.0,16.0,138.0,78.0,320.0,0.0,81.05164533820842,0.06235382907247959,0.41428571428571426,1.1111111111111112,1.0,0.3061229464242187,0.300258000235425,13.759269282050578,23.43948722843851,estimated
GME,350.28,1462.85,353.86,1477.79,275.64,17.29,17.3,2219.24,7.7,7.7,7.76,3.41,3.41,7.11,15.1,13.672,13.672,9.85,90.0,90.0,120.0,694.0,0.585714,3.0,72.0,36.0,4.0,28.0,27.0,74.0,0.9994219653179189,84.60670908039329,0.4600565676959689,1.0,1.0277777777777777,1.0,1.388020304568528,2.2,55.0,35.0,literature
GON,164.26,514.49,170.46,533.9,137.45,8.12,8.14,1007.49,6.0,6.0,6.32,1.68,1.68,5.45,17.7,16.5,20.185,5.08,90.0,90.0,90.0,926.0,0.787372,1.0,96.0,69.0,6.0,9.0,15.0,13.0,0.9975429975429974,63.36083743842365,0.7411840572684071,1.0,0.13541666666666666,0.8174386920980927,3.9734251968503935,0.6658253884858797,17.06727671979528,26.576638493683745,estimated
GOO,271.24,849.56,271.24,849.56,81.51,4.83,4.83,1607.3,5.1,3.6,4.51,3.22,3.22,2.84,19.0,8.748,11.039,17.475,90.0,90.0,90.0,840.0,0.716755,3.0,96.0,83.0,4.0,51.0,89.0,201.0,1.0,175.89233954451345,0.07092449427544976,0.7058823529411765,2.09375,0.7924630854244044,0.6317024320457796,0.4,15.0,26.0,literature
HEU,393.77,1096.31,393.77,1096.31,193.53,9.42,9.42,1916.34,6.6,4.3,5.97,3.05,1.34,3.67,17.5,17.523,17.644,7.401,90.0,116.104,90.0,909.0,0.778254,2.0,108.0,24.0,4.0,24.0,16.0,72.0,1.0,116.38110403397027,0.44916064503909603,0.6515151515151515,0.6666666666666666,0.9931421446384041,2.3840021618700176,1.1,28.0,30.0,literature
IFO,251.04,786.28,251.04,786.28,311.71,16.89,16.89,1359.86,6.9,4.7,7.76,7.22,1.97,1.09,17.3,16.43882,4.9453,22.78303,90.0,90.0,90.0,766.0,0.6981845,1.0,108.0,59.0,6.0,31.0,29.0,72.0,1.0,46.552989934872706,0.967254346172091,0.7083333333333334,0.6477272727272727,3.3241299820031145,0.21706068069084752,1.0544755043189726,20.047059457351153,26.990745356583503,estimated
IFR,296.93,930.01,296.93,930.01,289.87,15.54,15.54,1591.72,6.3,6.3,7.24,1.64,1.3,6.38,17.2,18.628,13.436,7.629,90.0,102.322,90.0,798.0,0.678236,1.0,96.0,38.0,12.0,12.0,20.0,12.0,1.0,59.846203346203346,0.9141253090179854,1.0,0.125,1.3864245311104495,1.7611744658539783,1.1010579569925145,20.37906903263364,27.059297741979755,estimated
IFW,691.22,1082.49,692.03,1083.77,729.09,17.99,17.99,1707.82,6.9,4.7,7.7,3.28,3.28,5.63,15.8,21.6651,18.23075,12.48474,90.0,124.7398,90.0,827.0,0.6981845,3.0,108.0,59.0,6.0,31.0,29.0,72.0,1.0,60.17176209005003,0.3339064313196769,0.7083333333333334,0.6477272727272727,1.188382266226019,1.4602426642445097,1.170225742462512,29.261075306637224,28.718182292052667,estimated
IFY,432.68,903.48,479.3,1000.83,288.92,10.62,11.14,1762.27,6.9,4.7,6.94,3.83,3.83,2.22,17.6,15.15117,15.15117,11.848,90.0,90.0,90.0,760.0,0.6981845,3.0,108.0,59.0,6.0,31.0,29.0,72.0,0.9533213644524235,85.07344632768363,0.28224714576780285,0.7083333333333334,0.6477272727272727,1.0,1.2787955773126265,0.9962012575127983,33.269409499949525,31.01756073139717,estimated
IHW,826.94,740.03,826.94,740.03,588.13,9.7,9.7,1363.55,6.2,4.0,6.67,3.67,1.58,3.67,18.5,13.747,24.069,18.329,90.0,90.0,90.0,1013.0,0.898963,2.0,336.0,88.0,24.0,31.0,44.0,31.0,1.0,76.29175257731958,0.4058280479617661,0.6451612903225806,0.09226190476190477,0.5711496115335079,1.3131649298925199,0.8264130737345348,23.967720237607974,28.4627689664026,estimated
IMF,2551.31,887.89,2573.37,895.57,1997.01,12.12,12.14,1562.25,8.0,5.9,7.34,5.44,1.84,5.2,17.5,14.296,56.788,20.29,90.0,90.0,90.0,964.0,0.846,3.0,864.0,188.0,63.0,204.0,249.0,438.0,0.9983525535420098,73.25825082508251,0.4838363702080434,0.7375,0.5069444444444444,0.2517433260548003,2.798817151306062,0.8911056443139977,31.60915366078626,29.948063009471078,estimated
IRN,1064.86,1160.1,1155.33,1258.66,1063.59,17.71,18.12,1923.82,6.9,4.7,9.17,2.05,3.64,2.81,15.3,19.64099,18.45742,16.56554,90.0,90.0,90.0,754.0,0.6981845,1.0,108.0,59.0,6.0,31.0,29.0,72.0,0.977373068432671,65.50536420101636,0.28067886068845704,0.7083333333333334,0.6477272727272727,1.0641243467396853,1.1142057548380555,1.1325465438750653,20.081531077686996,27.20294540290225,estimated
IRR,793.81,1530.03,793.81,1530.03,1671.52,37.79,37.79,1794.78,12.8,12.8,14.46,6.0,6.0,12.12,11.8,19.031,19.031,14.101,90.0,90.0,120.0,552.0,0.6981845,3.0,156.0,74.0,9.0,22.0,59.0,229.0,1.0,40.48769515744906,0.4394755780398644,1.0,1.4679487179487178,1.0,1.349620594284093,0.8829092002859044,44.06167371778885,30.37882599928941,estimated
IRY,1253.8,1653.51,1253.8,1653.51,2800.51,40.9,40.9,1831.08,6.9,4.7,11.33,9.35,9.35,8.67,11.1,15.9499,15.9499,31.0796,90.0,90.0,120.0,522.0,0.6981845,3.0,108.0,59.0,6.0,31.0,29.0,72.0,1.0,40.42811735941321,0.04303231820046898,0.7083333333333334,0.6477272727272727,1.0,0.5131951505167377,2.497872243306916,65.66567384133708,30.785530940768208,estimated
ISV,795.34,1245.55,796.85,1247.92,907.88,21.34,21.34,1872.64,6.9,6.2,7.01,6.32,6.32,6.28,15.0,12.874,12.874,25.674,90.0,90.0,90.0,772.0,0.694533,3.0,192.0,108.0,10.0,34.0,46.0,70.0,1.0,58.36691658856607,0.0036618410308010122,0.8985507246376812,0.3645833333333333,1.0,0.5014411466853627,0.9,15.0,26.0,literature
ITE,746.78,1169.51,746.78,1169.51,669.74,16.45,16.45,1834.36,8.9,4.9,8.3,2.07,4.21,2.8,15.7,20.753,9.804,20.009,90.0,90.0,90.0,824.0,0.711802,2.0,192.0,16.0,12.0,56.0,28.0,132.0,1.0,71.09483282674772,0.3594241919681717,0.550561797752809,0.6875,2.1167890656874744,0.4899795092208506,0.8,30.0,31.0,literature
ITG,607.31,1086.95,607.97,1088.13,530.92,15.72,15.72,1800.23,6.9,4.7,7.0,5.0,6.3,5.21,16.6,12.7411,12.6989,20.9991,90.0,96.29,90.0,832.0,0.6981845,3.0,108.0,59.0,6.0,31.0,29.0,72.0,1.0,69.14440203562341,0.12681000640204076,0.7083333333333334,0.6477272727272727,1.0033231224751749,0.6047354410427114,1.1087708231045488,28.970142052767873,30.23902232541694,estimated
ITH,525.64,940.78,525.64,940.78,372.46,11.59,11.59,1635.6,7.4,5.6,6.72,3.53,5.13,4.99,17.4,12.566,11.662,21.93,90.0,90.0,90.0,910.0,0.799546,3.0,168.0,96.0,12.0,16.0,32.0,28.0,1.0,81.17169974115616,0.19475057509341295,0.7567567567567567,0.16666666666666666,1.077516720974104,0.5317829457364341,0.9869428906769825,33.348834660779396,30.15234334928008,estimated
ITN,648.5,1203.67,648.5,1203.67,566.33,16.74,16.74,1917.05,6.9,4.7,6.95,4.86,4.54,4.7,16.0,24.2005,12.5399,14.2502,72.599,123.128,90.0,842.0,0.6981845,3.0,108.0,59.0,6.0,31.0,29.0,72.0,1.0,71.90382317801674,0.03404255319148939,0.7083333333333334,0.6477272727272727,1.9298798236030592,0.879980631850781,1.172717306158976,32.331898117952605,31.05645047207993,estimated
ITR,1060.02,948.61,1060.3,948.86,761.12,11.79,11.79,1642.68,6.5,5.6,6.36,5.12,5.12,3.58,17.4,11.673,21.969,25.17,90.0,90.0,90.0,907.0,0.6981845,3.0,336.0,184.0,24.0,95.0,101.0,182.0,1.0,80.45886344359627,0.1930071088028995,0.8615384615384615,0.5416666666666666,0.5313396149119213,0.8728247914183552,0.930942115545961,30.699538329874983,30.051866443516417,estimated
ITT,394.88,860.39,394.88,860.39,777.71,25.1,25.1,1274.36,6.9,4.7,11.74,2.29,2.29,11.2,12.8,18.86773,18.86773,11.63328,90.0,90.0,120.0,625.0,0.6981845,3.0,108.0,59.0,6.0,31.0,29.0,72.0,1.0,34.27848605577689,0.977983060547446,0.7083333333333334,0.6477272727272727,1.0,1.6218753438411182,1.407480307872996,37.20512133823418,28.800790685319072,estimated
ITV,3846.36,2007.88,3846.36,2007.88,6887.88,37.82,37.82,2111.97,6.9,4.7,9.32,6.98,6.98,6.98,10.5,26.31,26.31,26.31,90.0,90.0,90.0,328.0,0.6981845,3.0,108.0,59.0,6.0,31.0,29.0,72.0,1.0,53.09042834479112,0.0,0.7083333333333334,0.6477272727272727,1.0,1.0,2.3655941696664553,65.05771436991019,30.52139727544686,estimated
ITW,247.24,1032.5,247.24,1032.5,106.05,7.83,7.83,1825.84,5.4,3.4,4.73,2.78,1.54,3.95,17.7,10.45,15.028,8.954,90.0,105.64,90.0,901.0,0.769167,2.0,72.0,26.0,4.0,13.0,14.0,42.0,1.0,131.86462324393358,0.4371835868228195,0.6296296296296295,0.5833333333333334,0.6953686451956348,1.6783560419924055,0.7,35.0,32.0,literature
IWR,669.7,1198.62,669.7,1198.62,692.87,19.35,19.35,1870.55,8.1,6.5,7.48,4.86,4.86,5.91,15.6,21.233,13.302,12.676,90.0,90.0,90.0,759.0,0.651,3.0,168.0,120.0,6.0,32.0,43.0,66.0,1.0,61.94418604651162,0.11635658016297638,0.8024691358024691,0.39285714285714285,1.5962261314088109,1.0493846639318396,1.1750541763021352,26.704603491308525,29.166975104181205,estimated
IWS,1701.32,1253.83,1708.99,1259.48,2132.56,23.19,23.2,1858.73,7.1,7.1,8.25,6.38,6.38,6.66,14.8,26.689,26.689,12.908,90.0,90.0,90.0,738.0,0.6981845,3.0,408.0,192.0,30.0,56.0,62.0,88.0,0.9995689655172415,54.0677015955153,0.024972926164741813,1.0,0.21568627450980393,1.0,2.067632475983886,1.596633465598914,58.217062101266805,29.423730956204274,estimated
IWV,1697.65,1119.42,1705.35,1124.5,2254.57,22.28,22.28,1685.2,8.1,7.1,8.54,2.06,7.03,7.03,15.0,27.826,26.081,13.944,90.0,90.0,90.0,802.0,0.7,2.0,456.0,112.0,28.0,72.0,96.0,72.0,1.0,50.24326750448833,0.5340131832268808,0.8765432098765432,0.15789473684210525,1.0669069437521568,1.870410212277682,0.7,12.0,24.0,literature
IWW,1195.68,1070.01,1195.68,1070.01,1030.66,15.3,15.3,1774.78,7.2,6.9,7.07,4.91,4.91,6.25,16.6,41.691,12.713,12.711,90.0,90.0,90.0,849.0,0.756633,3.0,336.0,176.0,16.0,58.0,96.0,125.0,1.0,69.93529411764706,0.14442738532310487,0.9583333333333334,0.37202380952380953,3.2793990403523954,1.0001573440327274,0.9664237852261238,25.610516021774117,29.546750030408102,estimated
JBW,43.92,733.63,43.92,733.63,13.35,4.18,4.18,1374.64,3.8,3.8,4.29,3.72,2.53,1.46,18.8,5.256,7.45,8.159,90.0,90.0,90.0,890.0,0.753333,1.0,18.0,10.0,0.0,14.0,8.0,20.0,1.0,175.50956937799043,0.4398952718913938,1.0,1.1111111111111112,0.705503355704698,0.913102095845079,0.3,15.0,25.0,literature
JNT,359.08,993.83,422.7,1022.08,250.91,11.12,11.69,1716.4,6.9,4.7,6.7,3.32,3.28,3.65,20.5,8.2065,14.1364,15.40456,90.0,119.27,90.0,893.0,0.6981845,2.0,108.0,59.0,6.0,31.0,29.0,72.0,1.0,81.05164533820842,0.2242057233126143,0.7083333333333334,0.6477272727272727,0.5805226224498458,0.9176763244130309,1.0054453443105764,25.42919631859143,28.398246335444817,estimated
JOZ,297.97,1493.27,297.97,1493.27,91.66,7.5,7.5,2438.18,5.6,3.9,4.92,3.09,3.5,3.09,16.4,7.1386,12.7091,13.4705,90.0,90.0,90.0,866.0,0.6981845,3.0,60.0,12.0,4.0,42.0,16.0,88.0,1.0,199.10266666666666,0.07336165610570661,0.6964285714285715,1.4666666666666666,0.5616920159570702,0.9434764856538361,0.5989508221650102,27.539737746045446,29.990174121103998,estimated
JRY,196.71,821.5,196.71,821.5,87.87,6.76,6.76,1514.22,5.2,3.9,4.59,2.05,4.4,1.75,18.5,8.165,9.2,17.294,90.0,90.0,90.0,902.0,0.6981845,1.0,72.0,72.0,2.0,24.0,18.0,70.0,1.0,121.52366863905326,0.5309081597814694,0.75,0.9722222222222222,0.8875,0.5319764080027755,0.5527849662162543,16.61709004816889,26.2359017646326,estimated
JSN,154.19,965.87,154.19,965.87,72.02,8.04,8.04,1722.22,5.8,4.0,5.12,1.59,2.75,3.46,17.9,8.7172,6.9231,14.946,90.0,96.992,90.0,785.0,0.6981845,2.0,48.0,18.0,5.0,20.0,17.0,68.0,1.0,120.13308457711445,0.3630695892349274,0.6896551724137931,1.4166666666666667,1.2591469139547313,0.46320754716981133,0.6551979181635084,25.60920059856202,28.832485722980028,estimated
JSR,6143.1,2137.89,6143.1,2137.89,6585.21,28.09,28.09,2620.13,6.9,4.7,7.83,5.05,5.05,5.05,12.3,19.84503,19.84503,19.84503,90.0,90.0,90.0,661.0,0.6981845,3.0,108.0,59.0,6.0,31.0,29.0,72.0,1.0,76.10857956568174,0.0,0.7083333333333334,0.6477272727272727,1.0,1.0,1.8154013112551441,47.65125835523561,30.94389959805364,estimated
JST,977.6,2041.31,977.6,2041.31,482.64,14.39,14.39,2914.04,6.0,3.8,5.35,3.74,3.74,3.74,14.3,14.97,14.97,14.97,90.0,90.0,90.0,747.0,0.6981845,3.0,144.0,40.0,12.0,48.0,40.0,144.0,1.0,141.85615010423905,0.0,0.6333333333333333,1.0,1.0,1.0,1.2219346804735394,37.606914346565276,30.723284556065035,estimated
JSW,0.0,0.0,366.37,765.01,0.0,0.0,6.71,1405.75,6.0,2.2,5.38,1.92,2.6,1.65,18.4,16.0185,9.6655,16.8331,90.0,90.0,90.0,852.0,0.6981845,1.0,144.0,108.0,4.0,31.0,32.0,62.0,0.0,81.05164533820842,0.23801794712168609,0.3666666666666667,0.4305555555555556,1.6572862241994724,0.574196077965437,0.3241499010823524,12.875364113192779,24.612358027681843,estimated
KFI,1363.32,1423.37,1373.96,1434.48,1148.34,17.91,17.92,2142.78,11.3,4.7,10.67,4.04,4.04,4.04,15.0,18.578,18.578,18.578,90.0,90.0,90.0,681.0,0.571429,3.0,288.0,184.0,16.0,50.0,30.0,191.0,0.9994419642857142,79.47347850362925,0.0,0.415929203539823,0.6631944444444444,1.0,1.0,2.9,90.0,39.0,literature
LAU,202.71,846.53,202.71,846.53,127.63,9.57,9.57,1519.99,5.5,2.8,6.04,2.09,2.09,4.07,18.0,14.587,12.877,7.613,90.0,111.159,90.0,782.0,0.658201,1.0,72.0,80.0,0.0,18.0,33.0,57.0,1.0,88.45663531870427,0.4156921938165306,0.509090909090909,0.7916666666666666,1.132794905645725,1.6914488375147774,0.8,25.0,29.0,literature
LEV,688.45,1277.82,688.83,1278.52,485.54,14.32,14.32,2031.68,7.7,3.4,7.1,3.53,3.53,2.5,15.9,13.168,13.168,22.578,90.0,90.0,120.0,719.0,0.605714,2.0,162.0,51.0,9.0,63.0,39.0,162.0,1.0,89.23324022346368,0.18661216859790203,0.44155844155844154,1.0,1.0,0.5832226060767118,1.8,55.0,35.0,literature
LIO,0.0,0.0,323.6,900.94,0.0,0.0,8.45,1584.87,6.3,2.5,6.05,2.37,2.37,2.29,17.6,12.281,12.281,15.632,90.0,90.0,120.0,816.0,0.693333,0.0,108.0,96.0,6.0,24.0,23.0,54.0,0.0,81.05164533820842,0.019710393258251822,0.39682539682539686,0.5,1.0,0.7856320368474924,0.45,18.0,27.0,literature
LIT,0.0,0.0,21.6,90.19,0.0,0.0,0.1,173.03,3.4,2.4,3.24,1.51,1.81,1.53,19.2,14.844,8.594,9.784,90.0,90.0,90.0,768.0,0.655555,0.0,76.0,24.0,6.0,19.0,30.0,35.0,0.0,81.05164533820842,0.10375047938481752,0.7058823529411765,0.4605263157894737,1.727251570863393,0.8783728536385935,0.5,20.0,28.0,literature
LOS,0.0,0.0,246.26,1028.42,0.0,0.0,10.4,1730.29,7.0,3.1,6.36,2.56,2.56,2.56,16.9,12.607,12.607,10.34,90.0,90.0,120.0,816.0,0.693333,0.0,72.0,56.0,4.0,35.0,21.0,86.0,0.0,81.05164533820842,0.0,0.4428571428571429,1.1944444444444444,1.0,1.219245647969052,0.13330767751432498,7.166444184362083,21.062785260766123,estimated
LOV,226.15,1259.25,226.15,1259.25,81.03,7.57,7.57,2111.34,5.8,3.4,5.15,3.78,3.78,3.77,16.8,7.163,7.163,20.876,90.0,90.0,90.0,879.0,0.754446,3.0,54.0,61.0,3.0,20.0,15.0,85.0,1.0,166.3474240422721,0.0015287297507227187,0.5862068965517241,1.5740740740740742,1.0,0.34312128760298904,0.6,25.0,29.0,literature
LTA,288.51,1204.87,341.67,1426.89,362.92,21.43,23.09,2017.87,11.7,4.9,11.05,4.21,4.21,4.21,14.2,11.919,11.919,11.919,90.0,90.0,90.0,641.0,0.533333,3.0,72.0,98.0,5.0,71.0,16.0,142.0,0.928107405803378,56.22351843210452,0.0,0.41880341880341887,1.9722222222222223,1.0,1.0,2.8,65.0,40.0,literature
LTF,1038.94,964.18,1126.48,1045.42,716.62,11.21,11.48,1761.7,8.1,8.1,8.16,3.25,3.25,7.5,16.9,31.167,31.167,7.601,90.0,90.0,120.0,825.0,0.6981845,3.0,324.0,102.0,12.0,86.0,59.0,182.0,0.9764808362369338,86.01070472792149,0.5258011380119806,1.0,0.5617283950617284,1.0,4.100381528746218,1.0223599589097387,33.414649753125445,31.547191245908554,estimated
LTJ,143.92,901.54,143.92,901.54,30.67,3.56,3.56,1668.18,3.7,3.7,4.1,3.12,3.12,3.12,18.5,9.25,9.25,10.083,90.0,90.0,90.0,897.0,0.6981845,3.0,48.0,40.0,0.0,18.0,32.0,43.0,1.0,253.24157303370785,1.7432563532186133e-16,1.0,0.8958333333333334,1.0,0.9173856987007835,0.4015012434041034,21.682966053041767,28.001897521992145,estimated
LTL,249.49,694.6,267.89,745.84,330.95,15.37,15.45,1244.23,10.7,8.1,10.01,2.08,2.08,7.5,16.7,18.126,18.126,7.567,90.0,90.0,120.0,746.0,0.619048,1.0,108.0,89.0,14.0,17.0,25.0,46.0,0.9948220064724919,45.19193233571894,0.8051213873947954,0.7570093457943925,0.42592592592592593,1.0,2.3954010836527027,2.1,45.0,34.0,literature
LTN,0.0,0.0,7408.52,966.85,0.0,0.0,11.71,1638.99,10.8,2.4,10.13,2.08,2.08,2.08,17.0,35.622,35.622,35.622,90.0,90.0,90.0,779.0,0.698452,0.0,2304.0,1424.0,128.0,702.0,534.0,2096.0,0.0,81.05164533820842,0.0,0.2222222222222222,0.9097222222222222,1.0,1.0,0.22816813894594684,7.937447439745927,19.577403621816362,estimated
MAR,0.0,0.0,624.27,869.02,0.0,0.0,8.34,1540.64,7.0,3.0,6.35,2.43,2.43,2.43,17.6,12.392,12.392,30.469,90.0,90.0,120.0,808.0,0.693333,0.0,216.0,216.0,12.0,31.0,33.0,83.0,0.0,81.05164533820842,0.0,0.42857142857142855,0.38425925925925924,1.0,0.4067084577767567,0.17960634548038232,7.843128838674252,20.544559791917532,estimated
MAZ,385.53,1073.36,385.53,1073.36,275.01,12.72,12.72,1783.34,8.1,8.1,8.09,3.25,3.25,7.5,16.7,18.102,18.102,7.618,90.0,90.0,120.0,823.0,0.697032,1.0,108.0,33.0,2.0,28.0,18.0,54.0,1.0,84.38364779874213,0.5258011380119806,1.0,0.5,1.0,2.3762142294565503,1.9,40.0,33.0,literature
MEI,486.87,1435.24,486.87,1435.24,489.19,21.11,21.11,2100.48,7.5,7.5,8.06,2.99,2.99,6.9,14.7,13.114,13.114,15.563,90.0,90.0,120.0,728.0,0.630682,3.0,102.0,12.0,4.0,34.0,18.0,50.0,1.0,67.98863098057792,0.5258011380119806,1.0,0.49019607843137253,1.0,0.8426395939086294,1.5882850119417946,44.79231787572451,31.535756184379224,estimated
MEL,857.53,895.3,857.78,895.56,701.92,12.69,12.69,1551.16,8.4,5.7,7.72,5.19,5.19,5.19,17.4,20.27,20.27,13.459,90.0,90.0,90.0,944.0,0.808638,3.0,288.0,80.0,20.0,83.0,82.0,157.0,1.0,70.55161544523247,0.0,0.6785714285714286,0.5451388888888888,1.0,1.5060554275949178,0.85,18.0,29.0,literature
MEP,0.0,0.0,404.08,880.43,0.0,0.0,7.94,1569.73,6.1,2.3,5.49,1.72,1.72,1.72,17.9,13.705,13.705,13.705,90.0,90.0,90.0,1059.0,0.955379,0.0,138.0,18.0,8.0,6.0,14.0,12.0,0.0,81.05164533820842,0.0,0.3770491803278688,0.08695652173913043,1.0,1.0,0.03,2.0,16.0,literature
MER,439.29,1375.92,439.29,1375.92,202.62,10.37,10.37,2247.78,7.3,4.8,6.65,3.12,3.12,4.2,16.4,14.012,14.012,9.954,90.0,90.0,90.0,738.0,0.622222,3.0,96.0,80.0,10.0,16.0,18.0,28.0,1.0,132.6827386692382,0.17917766974850452,0.6575342465753424,0.2916666666666667,1.0,1.4076753064094836,1.6,45.0,33.0,literature
MFI,799.21,834.41,799.21,834.41,511.01,9.81,9.81,1533.61,7.0,5.0,6.36,4.7,4.46,4.46,18.4,20.09,19.738,13.142,90.0,90.0,90.0,960.0,0.825819,3.0,288.0,64.0,12.0,81.0,65.0,141.0,1.0,85.05708460754332,0.03052071907610359,0.7142857142857143,0.4895833333333333,1.0178336204276015,1.5019022979759549,0.9,20.0,30.0,literature
MFS,341.86,951.79,341.86,951.79,226.26,10.96,10.96,1656.49,6.0,6.0,6.81,5.37,3.2,1.57,17.4,7.543,14.388,19.016,90.0,90.0,90.0,995.0,0.86632,2.0,108.0,17.0,6.0,28.0,24.0,48.0,1.0,86.84215328467153,0.5640189383677072,1.0,0.4444444444444444,0.5242563247150404,0.7566259991586034,0.9731443281548098,25.33262377889959,28.903842118364075,estimated
MON,192.01,1202.81,192.01,1202.81,54.24,5.98,5.98,2117.88,4.9,3.5,4.24,3.54,3.54,3.54,17.6,7.135,7.135,17.809,90.0,90.0,90.0,1033.0,0.885802,2.0,48.0,15.0,4.0,24.0,16.0,72.0,1.0,201.13879598662206,1.5364293282604724e-16,0.7142857142857142,1.5,1.0,0.4006401257791004,0.4,18.0,27.0,literature
MOR,483.8,1010.22,483.8,1010.22,346.86,12.27,12.27,1711.21,6.5,6.5,6.7,1.57,2.95,6.45,17.0,18.256,20.534,7.542,90.0,90.0,90.0,938.0,0.80234,1.0,144.0,40.0,4.0,24.0,16.0,40.0,1.0,82.33251833740832,0.6879429711121335,1.0,0.2777777777777778,0.889062043440148,2.722619994696367,1.8,35.0,33.0,literature
MOZ,881.26,817.84,924.04,857.55,835.12,13.12,13.18,1451.41,10.7,8.2,10.03,3.42,3.42,7.54,17.0,31.202,31.202,7.551,90.0,90.0,120.0,757.0,0.642857,3.0,324.0,260.0,28.0,72.0,64.0,187.0,0.9954476479514416,62.335365853658544,0.4962482146859371,0.7663551401869159,0.5771604938271605,1.0,4.132167924778175,0.8500376352253503,27.238502360980632,29.723090674149795,estimated
MRE,211.07,440.74,211.07,440.74,160.1,6.55,6.55,864.16,6.2,6.2,6.36,5.59,2.0,1.81,19.7,8.257,14.562,20.314,90.0,90.0,90.0,1003.0,0.6981845,1.0,144.0,72.0,16.0,75.0,84.0,125.0,1.0,67.28854961832062,0.6796773460278676,1.0,0.8680555555555556,0.5670237604724626,0.7168455252535197,0.5462566587378141,14.755873218014148,26.453712380859827,estimated
MSE,1138.73,1019.04,1164.24,1041.87,1122.27,16.4,16.43,1701.17,7.2,7.2,7.09,5.0,5.0,6.59,16.4,18.246,18.246,20.557,90.0,90.0,90.0,867.0,0.753,3.0,336.0,168.0,20.0,63.0,89.0,141.0,0.9981740718198416,62.13658536585366,0.16600125280497377,1.0,0.41964285714285715,1.0,0.8875808726954322,0.9715517527980532,26.64943284466588,28.231461120054206,estimated
MSO,0.0,0.0,646.62,720.11,0.0,0.0,11.04,1280.84,7.9,2.6,7.23,2.09,2.09,2.09,17.8,17.165,17.165,19.785,90.0,90.0,120.0,822.0,0.694444,0.0,270.0,183.0,12.0,112.0,57.0,212.0,0.0,81.05164533820842,0.0,0.3291139240506329,0.7851851851851852,1.0,0.8675764468031336,0.19265174919215816,6.982244800098608,20.15232416826131,estimated
MTF,217.89,496.34,217.89,496.34,141.32,6.66,6.66,1027.09,6.9,4.6,6.25,1.58,1.49,4.03,20.7,9.629,30.394,7.249,90.0,90.45,90.0,1083.0,0.942112,1.0,132.0,29.0,2.0,13.0,13.0,33.0,1.0,74.52552552552552,0.6089542126372663,0.6666666666666666,0.25,0.3168059485424755,4.192854186784384,0.6695659856419911,16.284767111690343,25.987915518968602,estimated
MTN,0.0,0.0,1314.85,969.01,0.0,0.0,10.2,1660.19,8.0,2.5,7.44,2.61,2.61,2.61,17.2,19.933,19.933,19.933,90.0,90.0,90.0,1049.0,0.92759,0.0,408.0,112.0,24.0,96.0,56.0,240.0,0.0,81.05164533820842,0.0,0.3125,0.5882352941176471,1.0,1.0,0.05,3.0,17.0,literature
MTT,167.67,700.24,168.53,703.8,105.14,7.98,7.98,1278.46,5.7,5.7,6.19,5.07,2.2,1.53,18.2,5.256,22.031,11.384,90.0,90.0,90.0,1015.0,0.883181,1.0,72.0,28.0,12.0,36.0,37.0,58.0,1.0,87.74937343358395,0.641075292763444,1.0,0.8055555555555556,0.23857291997639693,1.9352600140548135,0.55,18.0,28.0,literature
